text_id,post_text,text_clean,sentiment_label,sentiment_label_id,topic_category,topic_category_id
TXT_02342,As a liberal dude\u002c I would have seriously considered voting for Jon Huntsman.  I may be wrong but he seems like a reasonable guy.,"As a liberal dude, I would have seriously considered voting for Jon Huntsman. I may be wrong but he seems like a reasonable guy.",Neutral,1,Community_Discussion,1
TXT_02343,I may need a co-owner but she has to be good in english\u002c and to post a lot of Lou\u002c Lux\u002c Tom\u002c etc.. pics ! :),"I may need a co-owner but she has to be good in english, and to post a lot of Lou, Lux, Tom, etc.. pics ! :)",Positive,2,Community_Discussion,1
TXT_02344,"""I don't know why I played Resident Evil Operation Raccoon City, but I did. And I'm not happy about it or the video I made of it for tomorrow""","""I don't know why I played Resident Evil Operation Raccoon City, but I did. And I'm not happy about it or the video I made of it for tomorrow""",Negative,0,Technical_Issues,3
TXT_02346,"The sun, earth, the Lakers, Jay-Z, Oprah, and 5 whoppers","The sun, earth, the Lakers, Jay-Z, Oprah, and 5 whoppers",Positive,2,Community_Discussion,1
TXT_02347,registering for my ACT\u2019s and SAT\u2019s at the last minute -____- I am so tired,registering for my ACT’s and SAT’s at the last minute -____- I am so tired,Negative,0,Community_Discussion,1
TXT_02348,"""As sure as the sun coming up everyday, Dustin Johnson implodes at a Sunday major #PGAChampionship""","""As sure as the sun coming up everyday, Dustin Johnson implodes at a Sunday major #PGAChampionship""",Neutral,1,Community_Discussion,1
TXT_02350,@user interesting that Jack Kemp and @user were both announced on the same date -- 11 August.,@user interesting that Jack Kemp and @user were both announced on the same date -- 11 August.,Positive,2,Community_Discussion,1
TXT_02351,I'm excited to see Sam Smith on Saturday with loml @user,I'm excited to see Sam Smith on Saturday with loml @user,Positive,2,Community_Discussion,1
TXT_02355,Wildcat madness tomorrow! Community pep rally! Bell game! Hope to see you all there!,Wildcat madness tomorrow! Community pep rally! Bell game! Hope to see you all there!,Positive,2,Community_Discussion,1
TXT_02356,Selling two Jason Aldean tickets for Friday! Text or dm me if you're interested,Selling two Jason Aldean tickets for Friday! Text or dm me if you're interested,Neutral,1,Community_Discussion,1
TXT_02357,"""I had a feeling Cassadee Pope would be at House Of Blues today. Too bad she couldn\u2019t do \""""""""Remembering Sunday\"""""""" with ATL""","""I had a feeling Cassadee Pope would be at House Of Blues today. Too bad she couldn’t do \""""""""Remembering Sunday\"""""""" with ATL""",Negative,0,Community_Discussion,1
TXT_02358,I like Trey Burke but I think pre-season 1st team all-american is a bit over the top.,I like Trey Burke but I think pre-season 1st team all-american is a bit over the top.,Negative,0,Community_Discussion,1
TXT_02359,"City will come 3rd in that group. Sevilla will top it, Juventus runners up","City will come 3rd in that group. Sevilla will top it, Juventus runners up",Positive,2,Community_Discussion,1
TXT_02361,@user btw yakub was a good terrorist !! may he never rest in peace ..,@user btw yakub was a good terrorist !! may he never rest in peace ..,Negative,0,Community_Discussion,1
TXT_02362,off to Jaipur tomorrow on behalf of unicef..Will post pictures..Early morning flight and Eid celebrations tonight. yippy.,off to Jaipur tomorrow on behalf of unicef..Will post pictures..Early morning flight and Eid celebrations tonight. yippy.,Positive,2,Community_Discussion,1
TXT_02363,Kesha's Camp Speaks Out on Dr. Luke Abuse Allegations: Following the news Tuesday of Kesha's lawsui... #musicnews,Kesha's Camp Speaks Out on Dr. Luke Abuse Allegations: Following the news Tuesday of Kesha's lawsui... #musicnews,Neutral,1,Feature_Feedback,2
TXT_02364,"""\""""@FactsAboutMitt: @user falsely claimed he saw his father march with Martin Luther King Jr.  #Facts #Truth""","""\""""@user: @user falsely claimed he saw his father march with Martin Luther King Jr. #Facts #Truth""",Negative,0,Community_Discussion,1
TXT_02365,i've just sat and listened to sam smith's album i'm emo,i've just sat and listened to sam smith's album i'm emo,Neutral,1,Community_Discussion,1
TXT_02368,"""#itfc Last season #Millwall started with 3-0 win at Bristol City. 2nd match, you've got it, Hull City at home!Omen! Lions won that one 4-0.""","""#itfc Last season #Millwall started with 3-0 win at Bristol City. 2nd match, you've got it, Hull City at home!Omen! Lions won that one 4-0.""",Positive,2,Community_Discussion,1
TXT_02369,"@user BREAKING: I just learned \""""on to\"""" is two words. It\u2019s like 2:30am and I have a stomachache. Skype tomorrow? Goodnight lovely!""","@user BREAKING: I just learned \""""on to\"""" is two words. It’s like 2:30am and I have a stomachache. Skype tomorrow? Goodnight lovely!""",Negative,0,Community_Discussion,1
TXT_02371,@user I couldn't go watch the WWA film cause the 11th was my birthday and I'm sad because of this.,@user I couldn't go watch the WWA film cause the 11th was my birthday and I'm sad because of this.,Negative,0,Community_Discussion,1
TXT_02372,Sick a\u2019f and going to school tomorrow YOLO,Sick a’f and going to school tomorrow YOLO,Negative,0,Community_Discussion,1
TXT_02373,Wwe MONDAY NIGHT RAW is going to be HILARIOUS I can't wait for this and BROCK LESNAR,Wwe MONDAY NIGHT RAW is going to be HILARIOUS I can't wait for this and BROCK LESNAR,Positive,2,Community_Discussion,1
TXT_02374,"""He was like the sun, the flowers and the moon. - Bob Dylan on George Harrison (It seems that my post has...","""He was like the sun, the flowers and the moon. - Bob Dylan on George Harrison (It seems that my post has...",Positive,2,Community_Discussion,1
TXT_02376,(Times Pic) LSU Coach Les Miles says he may let Jordan Jefferson talk to the team #LSU,(Times Pic) LSU Coach Les Miles says he may let Jordan Jefferson talk to the team #LSU,Neutral,1,Community_Discussion,1
TXT_02377,"@user I like it here. A couple beers deep, I'm rockin' like the rest. It's good stuff. Female Iron Maiden cover band here next Friday.""","@user I like it here. A couple beers deep, I'm rockin' like the rest. It's good stuff. Female Iron Maiden cover band here next Friday.""",Positive,2,Account_Security,0
TXT_02378,Best wishes to the new Mr &amp; Mrs Duke who were married at Lynnhurst Hotel on Friday - pictured with our Bentley...,Best wishes to the new Mr & Mrs Duke who were married at Lynnhurst Hotel on Friday - pictured with our Bentley...,Positive,2,Community_Discussion,1
TXT_02379,My Pain may be the reason for somebody\u002cs laugh But My laugh must never be a reason for somebody\u002cs pain #Charlie_Chaplin,"My Pain may be the reason for somebody,s laugh But My laugh must never be a reason for somebody,s pain #Charlie_Chaplin",Neutral,1,Community_Discussion,1
TXT_02380,PSA it's my girl @user 21st bday and were at Rum Runners celebrating come thru and show this fine DG some love,PSA it's my girl @user 21st bday and were at Rum Runners celebrating come thru and show this fine DG some love,Positive,2,Community_Discussion,1
TXT_02381,"""George Bush doesn't care about black people Kanye West, Sept 2 2005  """"I have decided to run for president in 2020"""" Kanye West, Aug 30 2015""","""George Bush doesn't care about black people Kanye West, Sept 2 2005 """"I have decided to run for president in 2020"""" Kanye West, Aug 30 2015""",Negative,0,Community_Discussion,1
TXT_02382,Getting up at 3am tomorrow to get to the embassy to wait outside in the freezing cold for 3 hours :( kinda hate south africa right now.,Getting up at 3am tomorrow to get to the embassy to wait outside in the freezing cold for 3 hours :( kinda hate south africa right now.,Negative,0,Community_Discussion,1
TXT_02386,All the talk will be about Nicki and Miley tomorrow. Nothing else has been talk worthy. #VMAs,All the talk will be about Nicki and Miley tomorrow. Nothing else has been talk worthy. #VMAs,Neutral,1,Community_Discussion,1
TXT_02388,Coffee is pretty much the answer to all questions today. #Friday #tgif,Coffee is pretty much the answer to all questions today. #Friday #tgif,Positive,2,Community_Discussion,1
TXT_02390,"""Come and join us tomorrow, for an exciting Christmas card making demonstration with the fantastic Sue Burrows. 10am-4pm.""","""Come and join us tomorrow, for an exciting Christmas card making demonstration with the fantastic Sue Burrows. 10am-4pm.""",Positive,2,Community_Discussion,1
TXT_02392,"@user    Sharknado without Tara Reid is just not Sharknado , might as well call it nonado if no April #AprilLives #Sharknado3""","@user Sharknado without Tara Reid is just not Sharknado , might as well call it nonado if no April #AprilLives #Sharknado3""",Negative,0,Community_Discussion,1
TXT_02393,@user What a giggle. When 3rd parties were DESPERATE to work with Nintendo.,@user What a giggle. When 3rd parties were DESPERATE to work with Nintendo.,Negative,0,Community_Discussion,1
TXT_02394,@user @user  Islam may be going through its Hundred Years' War. Hope it doesn't last 100 years.,@user @user Islam may be going through its Hundred Years' War. Hope it doesn't last 100 years.,Negative,0,Community_Discussion,1
TXT_02397,@user This administratio is living in the twilight zone There may B terrorists mixed in with the Refugees Y R U putting our lives at risk,@user This administratio is living in the twilight zone There may B terrorists mixed in with the Refugees Y R U putting our lives at risk,Negative,0,Community_Discussion,1
TXT_02398,Chris's boss gave us tickets to the Sam Smith concert tomorrow. We're probably not going to go but what a nice gift.,Chris's boss gave us tickets to the Sam Smith concert tomorrow. We're probably not going to go but what a nice gift.,Positive,2,Community_Discussion,1
TXT_02401,MayorOfLondon: Join in tomorrow at the exciting London Children\u2019s Book Swap events for families who love to read #LD...,MayorOfLondon: Join in tomorrow at the exciting London Children’s Book Swap events for families who love to read #LD...,Positive,2,Community_Discussion,1
TXT_02403,Remembering former St. Louis Blues star Pavol Demitra today. He was a true talent & class guy all the way. A very sad loss for his family.,Remembering former St. Louis Blues star Pavol Demitra today. He was a true talent & class guy all the way. A very sad loss for his family.,Negative,0,Feature_Feedback,2
TXT_02404,"""Marnin! Started my day with 7 Sun Salutes, (Yoga position that sounds like a cocktail) &amp; a foam roll, (gym equipment that sounds like cake)""","""Marnin! Started my day with 7 Sun Salutes, (Yoga position that sounds like a cocktail) & a foam roll, (gym equipment that sounds like cake)""",Positive,2,Feature_Feedback,2
TXT_02405,I didn't call Tom Brady the GOAT until he won his 4th Superbowl Ring so idk what this tweet means,I didn't call Tom Brady the GOAT until he won his 4th Superbowl Ring so idk what this tweet means,Neutral,1,Community_Discussion,1
TXT_02406,"@user Shikari walks into Ichiraku's Ramen shop as he saw Naruto sitting at the bar. He sat down next to him, staying quiet.""","@user Shikari walks into Ichiraku's Ramen shop as he saw Naruto sitting at the bar. He sat down next to him, staying quiet.""",Neutral,1,Technical_Issues,3
TXT_02407,@user @user Exactly. Only reason Torres even came back into the lime-light were for 1st minute goals vs Madrid &amp; Barca,@user @user Exactly. Only reason Torres even came back into the lime-light were for 1st minute goals vs Madrid & Barca,Neutral,1,Community_Discussion,1
TXT_02408,"""Day 4 of Hat Yai! Saturday - Sunday going to Songkla, then to Phuket. Yey.""","""Day 4 of Hat Yai! Saturday - Sunday going to Songkla, then to Phuket. Yey.""",Positive,2,Community_Discussion,1
TXT_02409,Gucci gob it certitude may sprout the yoke yours signifying gangway additive in transit to consultant flaming:...,Gucci gob it certitude may sprout the yoke yours signifying gangway additive in transit to consultant flaming:...,Neutral,1,Community_Discussion,1
TXT_02411,Capello: I\u2019ll Tweak Lineup for Azerbaijan Game: Coach Fabio Capello said Monday he will tweak the Russian lineup...,Capello: I’ll Tweak Lineup for Azerbaijan Game: Coach Fabio Capello said Monday he will tweak the Russian lineup...,Neutral,1,Community_Discussion,1
TXT_02412,@user the Kendrick album may be the most overrated album of all time. It's a good album but very little replay value,@user the Kendrick album may be the most overrated album of all time. It's a good album but very little replay value,Neutral,1,Community_Discussion,1
TXT_02414,"@user While you continue to beat a dead horse, Tom Brady is starting on Thursday night.""","@user While you continue to beat a dead horse, Tom Brady is starting on Thursday night.""",Neutral,1,Community_Discussion,1
TXT_02418,"""Today, life will be just like an episode of 60 Minutes...but with a young, cheerful Andy Rooney.""","""Today, life will be just like an episode of 60 Minutes...but with a young, cheerful Andy Rooney.""",Neutral,1,Community_Discussion,1
TXT_02419,"""Nov 11, Boston Celebrity Chef Class - What to Do with Thanksgiving Leftovers: The BCAE Teams Up with Local Food ...","""Nov 11, Boston Celebrity Chef Class - What to Do with Thanksgiving Leftovers: The BCAE Teams Up with Local Food ...",Neutral,1,Community_Discussion,1
TXT_02420,Awesome show today with Jimmy Bryson. Tomorrow though we have Trent Anderson and Rhonda Rousey also more REO tickets to giveaway. #listenup,Awesome show today with Jimmy Bryson. Tomorrow though we have Trent Anderson and Rhonda Rousey also more REO tickets to giveaway. #listenup,Positive,2,Community_Discussion,1
TXT_02421,RT @user Check out my column in Scotland on Sunday @user today on the glorious grouse - can't wait for Friday!,RT @user Check out my column in Scotland on Sunday @user today on the glorious grouse - can't wait for Friday!,Positive,2,Community_Discussion,1
TXT_02424,When you have 3 1/2 tests tomorrow and a lab to do but your iPad is dead so you can't do shit :):):):):):),When you have 3 1/2 tests tomorrow and a lab to do but your iPad is dead so you can't do shit :):):):):):),Negative,0,Community_Discussion,1
TXT_02426,Wat happen to the days of Big Bangs on Monday night gettin drunk beyond my years wit my nigga Kendall n not having a care or kid n the world,Wat happen to the days of Big Bangs on Monday night gettin drunk beyond my years wit my nigga Kendall n not having a care or kid n the world,Neutral,1,Technical_Issues,3
TXT_02427,Should have the first in a series of videos critiquing protest at a March against Monsanto protest up tonight.,Should have the first in a series of videos critiquing protest at a March against Monsanto protest up tonight.,Neutral,1,Feature_Feedback,2
TXT_02428,Happy Bday Big Boss!!!! @user Happy Birthday Roman Abramovich (24 October 1966) Wish you all the best :)) #CFC,Happy Bday Big Boss!!!! @user Happy Birthday Roman Abramovich (24 October 1966) Wish you all the best :)) #CFC,Positive,2,Technical_Issues,3
TXT_02430,I dont understand the obsession with Sharknado.... watched the first two and they sucked. Im sure the 3rd one is just as bad.,I dont understand the obsession with Sharknado.... watched the first two and they sucked. Im sure the 3rd one is just as bad.,Negative,0,Community_Discussion,1
TXT_02431,"""This female said Kirko Bangz will be her nigga one day .........C'MON SON, (FOH!) lmao""","""This female said Kirko Bangz will be her nigga one day .........C'MON SON, (FOH!) lmao""",Neutral,1,Account_Security,0
TXT_02433,Benny Benassi at #ExchangeLA Tonight!  Armin Van Buuren at #ExchangLa Tomorrow Night! #EDM WEEKENED. @user see worth the late night job.,Benny Benassi at #ExchangeLA Tonight! Armin Van Buuren at #ExchangLa Tomorrow Night! #EDM WEEKENED. @user see worth the late night job.,Positive,2,Community_Discussion,1
TXT_02434,@user Tate loses to Rousey for a 3rd time. what does she do? Keep beating contenders and earn a 4th shot nobody wants to watch,@user Tate loses to Rousey for a 3rd time. what does she do? Keep beating contenders and earn a 4th shot nobody wants to watch,Negative,0,Community_Discussion,1
TXT_02435,"""July 23rd is National Hot Dog Day, celebrate this day by biting into a delicious hotdog! #...","""July 23rd is National Hot Dog Day, celebrate this day by biting into a delicious hotdog! #...",Positive,2,Community_Discussion,1
TXT_02436,Damn Drexel and Penn have canceled classes for Monday and Tuesday due to the hurricane.,Damn Drexel and Penn have canceled classes for Monday and Tuesday due to the hurricane.,Negative,0,Community_Discussion,1
TXT_02437,Outdoor Movie Night tomorrow!!  Come see Lorax while you eat hot dogs\u002c and munch on popcorn and other treats.  Food at 6pm\u002c movie at dusk,"Outdoor Movie Night tomorrow!! Come see Lorax while you eat hot dogs, and munch on popcorn and other treats. Food at 6pm, movie at dusk",Neutral,1,Community_Discussion,1
TXT_02438,Watching Friday After Next on VH1 sucks... Every other damn word is bleeped out. We all know what it really says. Just let it be. Damn,Watching Friday After Next on VH1 sucks... Every other damn word is bleeped out. We all know what it really says. Just let it be. Damn,Negative,0,Community_Discussion,1
TXT_02439,A special presentation was made to Jamie Carragher ahead of Thursday night's Europa League clash with FC Gomel at...,A special presentation was made to Jamie Carragher ahead of Thursday night's Europa League clash with FC Gomel at...,Neutral,1,Community_Discussion,1
TXT_02442,@user he has been happy ever since he sat next to Zayn at the Louis Vuitton fashion show (':,@user he has been happy ever since he sat next to Zayn at the Louis Vuitton fashion show (':,Positive,2,Technical_Issues,3
TXT_02443,Milan will play Bologna on the 6th of January when Serie A resumes after the Christmas break.,Milan will play Bologna on the 6th of January when Serie A resumes after the Christmas break.,Neutral,1,Community_Discussion,1
TXT_02444,Don't miss Splash Dance the nighttime pool party @user tomorrow w/ @user !!,Don't miss Splash Dance the nighttime pool party @user tomorrow w/ @user !!,Positive,2,Community_Discussion,1
TXT_02445,@user She may be my favorite Libertarian writer right now. Her response to the Planned Parenthood controversy was on POINT.,@user She may be my favorite Libertarian writer right now. Her response to the Planned Parenthood controversy was on POINT.,Positive,2,Community_Discussion,1
TXT_02447,Congratulations to my brother @user Now you can drive yourself to work Saturday mornings!!!! Yahoo!,Congratulations to my brother @user Now you can drive yourself to work Saturday mornings!!!! Yahoo!,Positive,2,Community_Discussion,1
TXT_02448,I don't have Faith on  constitution.Sorry to Yakub's family.. May God bless Yakub's soul with rest and peace in heaven.Hang rapist first..,I don't have Faith on constitution.Sorry to Yakub's family.. May God bless Yakub's soul with rest and peace in heaven.Hang rapist first..,Negative,0,Community_Discussion,1
TXT_02450,"""And thank you for stopping by, Dustin Johnson. Maybe he just doesn't like Monday mornings.""","""And thank you for stopping by, Dustin Johnson. Maybe he just doesn't like Monday mornings.""",Neutral,1,Community_Discussion,1
TXT_02451,@user tomorrow I'm going to watch it for the 12th time! Guess there is very much love for Jurassic World!,@user tomorrow I'm going to watch it for the 12th time! Guess there is very much love for Jurassic World!,Positive,2,Community_Discussion,1
TXT_02452,"""All you need is Ryan Leaf and you got a show. RT @user Aaron Rodgers, Kurt Warner and Kyle Kendrick are all in The Jungle tomorrow.""","""All you need is Ryan Leaf and you got a show. RT @user Aaron Rodgers, Kurt Warner and Kyle Kendrick are all in The Jungle tomorrow.""",Positive,2,Community_Discussion,1
TXT_02453,"""DTN Pakistan: Eid frenzy finally over: Islamabad Though the official Eid holidays were over on last Wednesday,...","""DTN Pakistan: Eid frenzy finally over: Islamabad Though the official Eid holidays were over on last Wednesday,...",Positive,2,Community_Discussion,1
TXT_02454,@user @user the IRA were founded by the united Ulster Men = you read The Sun cause you no FA about reality,@user @user the IRA were founded by the united Ulster Men = you read The Sun cause you no FA about reality,Negative,0,Community_Discussion,1
TXT_02455,We tried to watch Jurassic World and watched like an 8th and the Internet died on us :(,We tried to watch Jurassic World and watched like an 8th and the Internet died on us :(,Negative,0,Community_Discussion,1
TXT_02457,That moment you realise Justin Bieber may be better at freestyling than Young Thug  Don't forget to Like our page...,That moment you realise Justin Bieber may be better at freestyling than Young Thug Don't forget to Like our page...,Positive,2,Community_Discussion,1
TXT_02459,@user @user Yakub got bad unfair sentence due to 3rd rate prosecutor not telling court about his crucial cooperation.,@user @user Yakub got bad unfair sentence due to 3rd rate prosecutor not telling court about his crucial cooperation.,Neutral,1,Community_Discussion,1
TXT_02462,The force was not with him when Jeb Bush tried to get social on #ForceFriday  #marketing #millennials,The force was not with him when Jeb Bush tried to get social on #ForceFriday #marketing #millennials,Negative,0,Community_Discussion,1
TXT_02463,Why am I not @ Hot Jam..... Oh yea right cuz it's MONDAY! fuckin fools!!!,Why am I not @ Hot Jam..... Oh yea right cuz it's MONDAY! fuckin fools!!!,Negative,0,Community_Discussion,1
TXT_02464,Enjoy your networking? Cocktails with Pandas or beers at Adelaide Oval on the agenda at #innovationgeneration,Enjoy your networking? Cocktails with Pandas or beers at Adelaide Oval on the agenda at #innovationgeneration,Positive,2,Community_Discussion,1
TXT_02465,"@user @user #FSDGiveaway Wiley, Post Malone, and Ice Cube back to back to back may be the most lit thing I've ever heard of""","@user @user #FSDGiveaway Wiley, Post Malone, and Ice Cube back to back to back may be the most lit thing I've ever heard of""",Neutral,1,Community_Discussion,1
TXT_02466,I love the Triangle RT@thedevilwolf: This is really going to hurt Virginia Tech on Selection Sunday,I love the Triangle RT@user: This is really going to hurt Virginia Tech on Selection Sunday,Positive,2,Community_Discussion,1
TXT_02467,"Mama: Shoti, i bought 2 tickets to a movie, the title is MAGIC MIKE XXL i don't know why is that the but watch it with me tomorrow. Me:.....","Mama: Shoti, i bought 2 tickets to a movie, the title is MAGIC MIKE XXL i don't know why is that the but watch it with me tomorrow. Me:.....",Negative,0,Community_Discussion,1
TXT_02468,Namaste ~ We have a relaxing weekend planned for you!  10 Sept 10:30 am Kid's yoga at Baransu &amp; 4 pm Beginner...,Namaste ~ We have a relaxing weekend planned for you! 10 Sept 10:30 am Kid's yoga at Baransu & 4 pm Beginner...,Positive,2,Community_Discussion,1
TXT_02469,I'm like a little kid the night before going to Disneyland! Can't wait to be in #Houston tomorrow for @user game! #freezeTAMU #ASU,I'm like a little kid the night before going to Disneyland! Can't wait to be in #Houston tomorrow for @user game! #freezeTAMU #ASU,Positive,2,Community_Discussion,1
TXT_02470,2 hours and 15 minutes away from Utah and Alaska. Come on over to the Maverik Center for Friday night hockey. It's Always A Good Time!,2 hours and 15 minutes away from Utah and Alaska. Come on over to the Maverik Center for Friday night hockey. It's Always A Good Time!,Positive,2,Community_Discussion,1
TXT_02471,@user because my old account got suspended and than May 5th came around and Zayn followed me. Now I have 4.2K so thank you,@user because my old account got suspended and than May 5th came around and Zayn followed me. Now I have 4.2K so thank you,Positive,2,Account_Security,0
TXT_02472,From Boko Haram to the Black Sash - The Numbers Issue of Monday Monthly is out.,From Boko Haram to the Black Sash - The Numbers Issue of Monday Monthly is out.,Negative,0,Community_Discussion,1
TXT_02477,The fact he sees the rationale of Charlie Hebdo attack is why his policies are impotent against ISIS,The fact he sees the rationale of Charlie Hebdo attack is why his policies are impotent against ISIS,Negative,0,Community_Discussion,1
TXT_02478,UPDATED!! Labor Day Weekend Schedule:  Foxboro: -Saturday: 8:30-9:45am Heated Flow with Kerry -Sunday: 10-11:15am...,UPDATED!! Labor Day Weekend Schedule: Foxboro: -Saturday: 8:30-9:45am Heated Flow with Kerry -Sunday: 10-11:15am...,Neutral,1,Technical_Issues,3
TXT_02479,"@user comin to the WWE show Nov 5th.could you sign my new Seth Rollins tshirt, if not I'll get @user on you! #thefuture""","@user comin to the WWE show Nov 5th.could you sign my new Seth Rollins tshirt, if not I'll get @user on you! #thefuture""",Positive,2,Community_Discussion,1
TXT_02483,"@user @user If the election were held tomorrow, I'd only vote for Bernie Sanders.","@user @user If the election were held tomorrow, I'd only vote for Bernie Sanders.",Positive,2,Community_Discussion,1
TXT_02484,DIRECTIONERS!! NOW WE HAVE TO PROVE THAT WE ARE A BIG FAMILY!! On Friday released video for the song little things,DIRECTIONERS!! NOW WE HAVE TO PROVE THAT WE ARE A BIG FAMILY!! On Friday released video for the song little things,Positive,2,Community_Discussion,1
TXT_02485,Shooting Tvshow Sons of Anarchy at my studio today. They closed off all the streets for a giant gun battle! Fun.,Shooting Tvshow Sons of Anarchy at my studio today. They closed off all the streets for a giant gun battle! Fun.,Positive,2,Community_Discussion,1
TXT_02487,@user @user That's the 1st.2nd: Nadia &amp; Mysa about Mysa break dgn Adam. 3rd: this bullshit thingy -.-,@user @user That's the 1st.2nd: Nadia & Mysa about Mysa break dgn Adam. 3rd: this bullshit thingy -.-,Negative,0,Community_Discussion,1
TXT_02488,2 Thomas Edison HS graduates will join 1st Lady Michelle Obama's Beating the Odds Summit bringing together 2015 college bound graduates,2 Thomas Edison HS graduates will join 1st Lady Michelle Obama's Beating the Odds Summit bringing together 2015 college bound graduates,Positive,2,Community_Discussion,1
TXT_02489,"""Hulk Hogan may have been dumped from WWE's upcoming tour of Australia, but he's still a champ in the eyes of his daughter Brooke.""","""Hulk Hogan may have been dumped from WWE's upcoming tour of Australia, but he's still a champ in the eyes of his daughter Brooke.""",Neutral,1,Community_Discussion,1
TXT_02490,Scott Walker said Sunday he is open to building a wall on the U.S. border with Canada. (Idiot) #tcot,Scott Walker said Sunday he is open to building a wall on the U.S. border with Canada. (Idiot) #tcot,Negative,0,Feature_Feedback,2
TXT_02492,NBA playoffs TODAY!!!!!! the Heat Vs Knicks  series is going to be crazy! luckily #celticnation don\u2019t play till sunday LETS GO CELTICS!!!!,NBA playoffs TODAY!!!!!! the Heat Vs Knicks series is going to be crazy! luckily #celticnation don’t play till sunday LETS GO CELTICS!!!!,Positive,2,Community_Discussion,1
TXT_02493,Justin Bieber drunk singing sorry  and rocking out with fans at 1 oak nightclub November 14 2015 (3),Justin Bieber drunk singing sorry and rocking out with fans at 1 oak nightclub November 14 2015 (3),Negative,0,Community_Discussion,1
TXT_02494,@user BASIC NEEDS what part of this dont U understand. I just said communication may be EVENTUALLY important. Get a 10 euro Nokia,@user BASIC NEEDS what part of this dont U understand. I just said communication may be EVENTUALLY important. Get a 10 euro Nokia,Negative,0,Community_Discussion,1
TXT_02496,Kendrick Lamar with Big Sean - Alright (Live) @ 2nd Annual TDE Christmas Toy Drive/Concert: via @user,Kendrick Lamar with Big Sean - Alright (Live) @ 2nd Annual TDE Christmas Toy Drive/Concert: via @user,Positive,2,Community_Discussion,1
TXT_02498,Five Great Free Apps and Games for iOS - August 27th Edition:  It's that time of the week again... #News #LCHBuzz,Five Great Free Apps and Games for iOS - August 27th Edition: It's that time of the week again... #News #LCHBuzz,Positive,2,Technical_Issues,3
TXT_02499,heading into this sunday im in trouble At the TE spot Vernon Davis is on the bye Fred Davis is on IR and Finley Is Q\u2019able,heading into this sunday im in trouble At the TE spot Vernon Davis is on the bye Fred Davis is on IR and Finley Is Q’able,Negative,0,Community_Discussion,1
TXT_02500,Does PSPlus automatically push save game data to the cloud? I think my PS4 may have died?? Hoping I didn't lose my MGSVTPO save data..,Does PSPlus automatically push save game data to the cloud? I think my PS4 may have died?? Hoping I didn't lose my MGSVTPO save data..,Negative,0,Community_Discussion,1
TXT_02501,Sat here watching Celebrity Juice again 3rd time today with my mum.,Sat here watching Celebrity Juice again 3rd time today with my mum.,Neutral,1,Feature_Feedback,2
TXT_02502,@user oo nga eh :( may picture sana ako with PREPIX!!!!,@user oo nga eh :( may picture sana ako with PREPIX!!!!,Negative,0,Community_Discussion,1
TXT_02503,Morning Must Reads: August 18: Wisconsin Gov. Scott Walker and Sen. Marco Rubio are both talking about healthc...,Morning Must Reads: August 18: Wisconsin Gov. Scott Walker and Sen. Marco Rubio are both talking about healthc...,Neutral,1,Community_Discussion,1
TXT_02504,going to a Red Sox game tomorrow even though im a Yankee fan its fine :),going to a Red Sox game tomorrow even though im a Yankee fan its fine :),Positive,2,Community_Discussion,1
TXT_02506,Finally saw the Galaxy Foams in person on saturday... Let\u2019s just say <<<<<< SMMFH Ugly ass shoes!,Finally saw the Galaxy Foams in person on saturday... Let’s just say <<<<<< SMMFH Ugly ass shoes!,Negative,0,Feature_Feedback,2
TXT_02507,Replacing the screen on the Nokia 1020 went.... badly. Luckily new phone arrives tomorrow!,Replacing the screen on the Nokia 1020 went.... badly. Luckily new phone arrives tomorrow!,Neutral,1,Technical_Issues,3
TXT_02508,@user may just reinvent personal computing   via @user  #HoloLens #Microsoft,@user may just reinvent personal computing via @user #HoloLens #Microsoft,Positive,2,Community_Discussion,1
TXT_02509,Tudou Owners Get World's Best Deal with Youku - BusinessWeek (blog),Tudou Owners Get World's Best Deal with Youku - BusinessWeek (blog),Positive,2,Community_Discussion,1
TXT_02510,this girl who literally bullied me since 7th grade bc i liked kpop is now into it too Man zfFuck u,this girl who literally bullied me since 7th grade bc i liked kpop is now into it too Man zfFuck u,Negative,0,Community_Discussion,1
TXT_02511,My God if they say another word about how 'disgraceful' gay marriage is they may just get a slap round the face,My God if they say another word about how 'disgraceful' gay marriage is they may just get a slap round the face,Negative,0,Community_Discussion,1
TXT_02512,"""If Nicki didn't have her ass, she'd be shorter when she sat down.""","""If Nicki didn't have her ass, she'd be shorter when she sat down.""",Negative,0,Technical_Issues,3
TXT_02513,Briana added tons of shit from Sunday work day,Briana added tons of shit from Sunday work day,Negative,0,Community_Discussion,1
TXT_02516,"@user I despise Sarah Palin. You may want her support, but she'll end up sinking you like she did McCain. Proceed cautiously.","@user I despise Sarah Palin. You may want her support, but she'll end up sinking you like she did McCain. Proceed cautiously.",Negative,0,Community_Discussion,1
TXT_02517,Yakub may or may not hav deseved death but he definitely deservd life imprisonment 4his deeds.Shame on those who are painting him as a saint,Yakub may or may not hav deseved death but he definitely deservd life imprisonment 4his deeds.Shame on those who are painting him as a saint,Negative,0,Community_Discussion,1
